sch,sch_dep,sch_par,sid,story_dep,story_par,text
1	The	the	_	DT	_	2	det	_	_
2	lion	lion	_	NN	_	3	nsubj	_	_
3	walked	walk	_	VBD	_	0	root	_	_
4	toward	toward	_	IN	_	6	case	_	_
5	the	the	_	DT	_	6	det	_	_
6	bull	bull	_	NN	_	3	nmod	_	_
7	and	and	_	CC	_	3	cc	_	_
8	began	begin	_	VBD	_	3	conj	_	_
9	to	to	_	TO	_	10	mark	_	_
10	feign	feign	_	VB	_	8	xcomp	_	_
11	that	that	_	IN	_	15	mark	_	_
12	the	the	_	DT	_	13	det	_	_
13	lion	lion	_	NN	_	15	nsubj	_	_
14	was	be	_	VBD	_	15	cop	_	_
15	friendly	friendly	_	JJ	_	10	ccomp	_	_
16	.	.	_	.	_	3	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	lion	lion	_	NN	_	3	nsubj	_	_
3	said	say	_	VBD	_	0	root	_	_
4	to	to	_	TO	_	6	case	_	_
5	the	the	_	DT	_	6	det	_	_
6	bull	bull	_	NN	_	3	nmod	_	_
7	that	that	_	IN	_	10	mark	_	_
8	the	the	_	DT	_	9	det	_	_
9	lion	lion	_	NN	_	10	nsubj	_	_
10	admired	admire	_	VBD	_	3	ccomp	_	_
11	the	the	_	DT	_	12	det	_	_
12	body	body	_	NN	_	10	dobj	_	_
13	of	of	_	IN	_	15	case	_	_
14	the	the	_	DT	_	15	det	_	_
15	bull	bull	_	NN	_	12	nmod	_	_
16	,	,	_	,	_	10	punct	_	_
17	admired	admire	_	VBD	_	10	conj	_	_
18	the	the	_	DT	_	19	det	_	_
19	head	head	_	NN	_	17	dobj	_	_
20	of	of	_	IN	_	22	case	_	_
21	the	the	_	DT	_	22	det	_	_
22	bull	bull	_	NN	_	19	nmod	_	_
23	,	,	_	,	_	10	punct	_	_
24	he	he	_	PRP	_	25	nsubj	_	_
25	admired	admire	_	VBD	_	10	conj	_	_
26	every	every	_	DT	_	27	det	_	_
27	shoulder	shoulder	_	NN	_	25	dobj	_	_
28	of	of	_	IN	_	30	case	_	_
29	the	the	_	DT	_	30	det	_	_
30	bull	bull	_	NN	_	27	nmod	_	_
31	and	and	_	CC	_	10	cc	_	_
32	admired	admire	_	VBD	_	10	conj	_	_
33	every	every	_	DT	_	34	det	_	_
34	thigh	thigh	_	NN	_	32	dobj	_	_
35	of	of	_	IN	_	37	case	_	_
36	the	the	_	DT	_	37	det	_	_
37	bull	bull	_	NN	_	34	nmod	_	_
38	.	.	_	.	_	3	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	lion	lion	_	NN	_	3	nsubj	_	_
3	advised	advise	_	VBD	_	0	root	_	_
4	the	the	_	DT	_	5	det	_	_
5	bull	bull	_	NN	_	3	dobj	_	_
6	to	to	_	TO	_	7	mark	_	_
7	remove	remove	_	VB	_	3	xcomp	_	_
8	every	every	_	DT	_	9	det	_	_
9	horn	horn	_	NN	_	7	dobj	_	_
10	of	of	_	IN	_	12	case	_	_
11	the	the	_	DT	_	12	det	_	_
12	bull	bull	_	NN	_	9	nmod	_	_
13	because	because	_	IN	_	20	mark	_	_
14	every	every	_	DT	_	15	det	_	_
15	horn	horn	_	NN	_	20	nsubj	_	_
16	of	of	_	IN	_	18	case	_	_
17	the	the	_	DT	_	18	det	_	_
18	bull	bull	_	NN	_	15	nmod	_	_
19	was	be	_	VBD	_	20	cop	_	_
20	ugly	ugly	_	JJ	_	7	advcl	_	_
21	.	.	_	.	_	3	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	lion	lion	_	NN	_	3	nsubj	_	_
3	succeeded	succeed	_	VBD	_	0	root	_	_
4	in	in	_	IN	_	5	mark	_	_
5	persuading	persuade	_	VBG	_	3	advcl	_	_
6	the	the	_	DT	_	7	det	_	_
7	bull	bull	_	NN	_	5	dobj	_	_
8	to	to	_	TO	_	9	mark	_	_
9	remove	remove	_	VB	_	5	advcl	_	_
10	every	every	_	DT	_	11	det	_	_
11	horn	horn	_	NN	_	9	dobj	_	_
12	of	of	_	IN	_	14	case	_	_
13	the	the	_	DT	_	14	det	_	_
14	bull	bull	_	NN	_	11	nmod	_	_
15	.	.	_	.	_	3	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	lion	lion	_	NN	_	3	nsubj	_	_
3	ate	eat	_	VBD	_	0	root	_	_
4	the	the	_	DT	_	5	det	_	_
5	bull	bull	_	NN	_	3	dobj	_	_
6	,	,	_	,	_	3	punct	_	_
7	and	and	_	CC	_	3	cc	_	_
8	the	the	_	DT	_	9	det	_	_
9	bull	bull	_	NN	_	10	nsubj	_	_
10	began	begin	_	VBD	_	3	conj	_	_
11	to	to	_	TO	_	13	mark	_	_
12	be	be	_	VB	_	13	cop	_	_
13	defenseless	defenseless	_	JJ	_	10	xcomp	_	_
14	.	.	_	.	_	3	punct	_	_

","(S (NP (EX There)) (ADVP (RB once)) (VP (VBD was) (NP (DT a) (JJ fat) (NN bull))) (. .)))
(S (NP (DT The) (NN bull)) (VP (VBD was) (NP (NP (NN grazing)) (PP (IN in) (NP (DT a) (NN meadow))))) (. .)))
(S (NP (DT A) (NN lion)) (VP (VP (VBD watched) (NP (DT the) (NN bull))) (CC and) (VP (VBD salivated) (SBAR (IN because) (S (NP (DT the) (NN lion)) (VP (VBD wanted) (S (VP (TO to) (VP (VB eat) (NP (DT the) (NN bull)))))))))) (. .)))
(S (NP (DT The) (NN lion)) (VP (VBD did) (RB n't) (VP (VB attack) (NP (DT the) (NN bull)) (SBAR (IN because) (S (NP (DT the) (NN lion)) (VP (VBD feared) (NP (NP (JJ sharp) (DT every) (NN horn)) (PP (IN of) (NP (DT the) (NN bull))))))))) (. .)))
(S (NP (DT The) (NN lion)) (VP (VP (VBD began) (S (VP (TO to) (VP (VB be) (ADJP (JJ hungry)))))) (CC and) (VP (VBD decided) (S (VP (TO to) (VP (VB attempt) (S (VP (TO to) (VP (VB kill) (NP (DT the) (NN bull)))))))))) (. .)))
(S (NP (DT The) (NN lion)) (VP (VBD planned) (S (VP (TO to) (VP (VB trick) (NP (DT the) (NN bull)) (SBAR (IN because) (S (NP (DT the) (NN lion)) (VP (VBD was) (RB n't) (ADJP (JJ able) (S (VP (TO to) (VP (VB fight) (NP (DT the) (NN bull))))))))))))) (. .)))
(S (NP (DT The) (NN lion)) (VP (VP (VBD walked) (PP (IN toward) (NP (DT the) (NN bull)))) (CC and) (VP (VBD began) (S (VP (TO to) (VP (VB feign) (SBAR (IN that) (S (NP (DT the) (NN lion)) (VP (VBD was) (ADJP (JJ friendly)))))))))) (. .)))
(S (S (NP (DT The) (NN lion)) (VP (VBD said) (PP (TO to) (NP (DT the) (NN bull))) (SBAR (IN that) (S (NP (DT the) (NN lion)) (VP (VBD admired) (SBAR (S (NP (NP (DT the) (NN body)) (PP (IN of) (NP (DT the) (NN bull)))) (, ,) (VP (VBD admired) (NP (NP (DT the) (NN head)) (PP (IN of) (NP (DT the) (NN bull)))))))))))) (, ,) (NP (PRP he)) (VP (VP (VBD admired) (NP (NP (DT every) (NN shoulder)) (PP (IN of) (NP (DT the) (NN bull))))) (CC and) (VP (VBD admired) (NP (NP (DT every) (NN thigh)) (PP (IN of) (NP (DT the) (NN bull)))))) (. .)))
(S (NP (DT The) (NN lion)) (VP (VBD advised) (NP (DT the) (NN bull) (S (VP (TO to) (VP (VB remove) (NP (NP (DT every) (NN horn)) (PP (IN of) (NP (DT the) (NN bull)))) (SBAR (IN because) (S (NP (NP (DT every) (NN horn)) (PP (IN of) (NP (DT the) (NN bull)))) (VP (VBD was) (ADJP (JJ ugly)))))))))) (. .)))
(S (NP (DT The) (NN lion)) (VP (VBD succeeded) (PP (IN in) (S (VP (VBG persuading) (NP (DT the) (NN bull) (S (VP (TO to) (VP (VB remove) (NP (NP (DT every) (NN horn)) (PP (IN of) (NP (DT the) (NN bull)))))))))))) (. .)))
(S (S (NP (DT The) (NN lion)) (VP (VBD ate) (NP (DT the) (NN bull)))) (, ,) (CC and) (S (NP (DT the) (NN bull)) (VP (VBD began) (S (VP (TO to) (VP (VB be) (ADJP (JJ defenseless))))))) (. .)))
",fables-02,"1	A	a	_	DT	_	2	det	_	_
2	Lion	Lion	_	NNP	_	3	nsubj	_	_
3	watched	watch	_	VBD	_	0	root	_	_
4	a	a	_	DT	_	7	det	_	_
5	fat	fat	_	JJ	_	7	amod	_	_
6	Bull	bull	_	NN	_	7	compound	_	_
7	feeding	feeding	_	NN	_	3	dobj	_	_
8	in	in	_	IN	_	10	case	_	_
9	a	a	_	DT	_	10	det	_	_
10	meadow	meadow	_	NN	_	3	nmod	_	_
11	,	,	_	,	_	3	punct	_	_
12	and	and	_	CC	_	3	cc	_	_
13	his	he	_	PRP$	_	14	nmod:poss	_	_
14	mouth	mouth	_	NN	_	15	nsubj	_	_
15	watered	water	_	VBD	_	3	conj	_	_
16	when	when	_	WRB	_	18	advmod	_	_
17	he	he	_	PRP	_	18	nsubj	_	_
18	thought	think	_	VBD	_	15	advcl	_	_
19	of	of	_	IN	_	22	case	_	_
20	the	the	_	DT	_	22	det	_	_
21	royal	royal	_	JJ	_	22	amod	_	_
22	feast	feast	_	NN	_	18	nmod	_	_
23	he	he	_	PRP	_	25	nsubj	_	_
24	would	would	_	MD	_	25	aux	_	_
25	make	make	_	VB	_	22	acl:relcl	_	_
26	,	,	_	,	_	3	punct	_	_
27	but	but	_	CC	_	3	cc	_	_
28	he	he	_	PRP	_	31	nsubj	_	_
29	did	do	_	VBD	_	31	aux	_	_
30	not	not	_	RB	_	31	neg	_	_
31	dare	dare	_	VB	_	3	conj	_	_
32	to	to	_	TO	_	33	mark	_	_
33	attack	attack	_	VB	_	31	xcomp	_	_
34	him	he	_	PRP	_	33	dobj	_	_
35	,	,	_	,	_	31	punct	_	_
36	for	for	_	IN	_	39	mark	_	_
37	he	he	_	PRP	_	39	nsubj	_	_
38	was	be	_	VBD	_	39	cop	_	_
39	afraid	afraid	_	JJ	_	31	advcl	_	_
40	of	of	_	IN	_	43	case	_	_
41	his	he	_	PRP$	_	43	nmod:poss	_	_
42	sharp	sharp	_	JJ	_	43	amod	_	_
43	horns	horn	_	NNS	_	39	nmod	_	_
44	.	.	_	.	_	3	punct	_	_

1	Hunger	hunger	_	NN	_	6	nsubj	_	_
2	,	,	_	,	_	6	punct	_	_
3	however	however	_	RB	_	6	advmod	_	_
4	,	,	_	,	_	6	punct	_	_
5	presently	presently	_	RB	_	6	advmod	_	_
6	compelled	compel	_	VBN	_	0	root	_	_
7	him	he	_	PRP	_	6	dobj	_	_
8	to	to	_	TO	_	9	mark	_	_
9	do	do	_	VB	_	6	xcomp	_	_
10	something	something	_	NN	_	9	dobj	_	_
11	:	:	_	:	_	6	punct	_	_
12	and	and	_	CC	_	6	cc	_	_
13	as	as	_	IN	_	20	mark	_	_
14	the	the	_	DT	_	15	det	_	_
15	use	use	_	NN	_	20	nsubj	_	_
16	of	of	_	IN	_	17	case	_	_
17	force	force	_	NN	_	15	nmod	_	_
18	did	do	_	VBD	_	20	aux	_	_
19	not	not	_	RB	_	20	neg	_	_
20	promise	promise	_	NN	_	24	advcl	_	_
21	success	success	_	NN	_	20	dobj	_	_
22	,	,	_	,	_	24	punct	_	_
23	he	he	_	PRP	_	24	nsubj	_	_
24	determined	determine	_	VBD	_	6	conj	_	_
25	to	to	_	TO	_	26	mark	_	_
26	resort	resort	_	VB	_	24	xcomp	_	_
27	to	to	_	TO	_	28	case	_	_
28	artifice	artifice	_	NN	_	26	nmod	_	_
29	.	.	_	.	_	6	punct	_	_

1	Going	go	_	VBG	_	11	advcl	_	_
2	up	up	_	RP	_	1	compound:prt	_	_
3	to	to	_	TO	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	Bull	Bull	_	NNP	_	1	nmod	_	_
6	in	in	_	IN	_	8	case	_	_
7	friendly	friendly	_	JJ	_	8	amod	_	_
8	fashion	fashion	_	NN	_	1	nmod	_	_
9	,	,	_	,	_	11	punct	_	_
10	he	he	_	PRP	_	11	nsubj	_	_
11	said	say	_	VBD	_	0	root	_	_
12	to	to	_	TO	_	13	case	_	_
13	him	he	_	PRP	_	11	nmod	_	_
14	,	,	_	,	_	11	punct	_	_
15	``	``	_	``	_	11	punct	_	_
16	I	I	_	PRP	_	19	nsubj	_	_
17	can	can	_	MD	_	19	aux	_	_
18	not	not	_	RB	_	19	neg	_	_
19	help	help	_	VB	_	11	ccomp	_	_
20	saying	say	_	VBG	_	19	xcomp	_	_
21	how	how	_	WRB	_	22	advmod	_	_
22	much	much	_	JJ	_	24	advmod	_	_
23	I	I	_	PRP	_	24	nsubj	_	_
24	admire	admire	_	VBP	_	20	ccomp	_	_
25	your	you	_	PRP$	_	27	nmod:poss	_	_
26	magnificent	magnificent	_	JJ	_	27	amod	_	_
27	figure	figure	_	NN	_	24	dobj	_	_
28	.	.	_	.	_	11	punct	_	_

1	What	what	_	WP	_	4	det	_	_
2	a	a	_	DT	_	4	det	_	_
3	fine	fine	_	JJ	_	4	amod	_	_
4	head	head	_	NN	_	0	root	_	_
5	!	!	_	.	_	4	punct	_	_

1	What	what	_	WDT	_	3	det	_	_
2	powerful	powerful	_	JJ	_	3	amod	_	_
3	shoulders	shoulder	_	NNS	_	0	root	_	_
4	and	and	_	CC	_	3	cc	_	_
5	thighs	thigh	_	NNS	_	3	conj	_	_
6	!	!	_	.	_	3	punct	_	_

1	But	but	_	CC	_	0	root	_	_
2	,	,	_	,	_	1	punct	_	_
3	my	my	_	PRP$	_	5	nmod:poss	_	_
4	dear	dear	_	RB	_	5	amod	_	_
5	friend	friend	_	NN	_	2	root	_	_
6	,	,	_	,	_	5	punct	_	_
7	what	what	_	WDT	_	11	nsubj	_	_
8	in	in	_	IN	_	10	case	_	_
9	the	the	_	DT	_	10	det	_	_
10	world	world	_	NN	_	7	nmod	_	_
11	makes	make	_	VBZ	_	5	acl:relcl	_	_
12	you	you	_	PRP	_	13	nsubj	_	_
13	wear	wear	_	VB	_	11	ccomp	_	_
14	those	those	_	DT	_	16	det	_	_
15	ugly	ugly	_	JJ	_	16	amod	_	_
16	horns	horn	_	NNS	_	13	dobj	_	_
17	?	?	_	.	_	5	punct	_	_

1	You	you	_	PRP	_	3	nsubj	_	_
2	must	must	_	MD	_	3	aux	_	_
3	find	find	_	VB	_	0	root	_	_
4	them	they	_	PRP	_	3	dobj	_	_
5	as	as	_	IN	_	6	advmod	_	_
6	awkward	awkward	_	JJ	_	3	advcl	_	_
7	as	as	_	IN	_	10	mark	_	_
8	they	they	_	PRP	_	10	nsubj	_	_
9	are	be	_	VBP	_	10	cop	_	_
10	unsightly	unsightly	_	JJ	_	6	dep	_	_
11	.	.	_	.	_	3	punct	_	_

1	Believe	believe	_	VB	_	6	advcl	_	_
2	me	I	_	PRP	_	1	dobj	_	_
3	,	,	_	,	_	6	punct	_	_
4	you	you	_	PRP	_	6	nsubj	_	_
5	would	would	_	MD	_	6	aux	_	_
6	do	do	_	VB	_	0	root	_	_
7	much	much	_	RB	_	8	advmod	_	_
8	better	better	_	JJR	_	6	advmod	_	_
9	without	without	_	IN	_	10	case	_	_
10	them	they	_	PRP	_	6	nmod	_	_
11	.	.	_	.	_	6	punct	_	_
12	''	''	_	''	_	6	punct	_	_

1	The	the	_	DT	_	2	det	_	_
2	Bull	Bull	_	NNP	_	4	nsubj	_	_
3	was	be	_	VBD	_	4	cop	_	_
4	foolish	foolish	_	JJ	_	0	root	_	_
5	enough	enough	_	JJ	_	4	advmod	_	_
6	to	to	_	TO	_	8	mark	_	_
7	be	be	_	VB	_	8	auxpass	_	_
8	persuaded	persuade	_	VBN	_	4	xcomp	_	_
9	by	by	_	IN	_	11	case	_	_
10	this	this	_	DT	_	11	det	_	_
11	flattery	flattery	_	NN	_	8	nmod	_	_
12	to	to	_	TO	_	13	mark	_	_
13	have	have	_	VB	_	8	xcomp	_	_
14	his	he	_	PRP$	_	15	nmod:poss	_	_
15	horns	horn	_	NNS	_	16	nsubj	_	_
16	cut	cut	_	VBD	_	13	ccomp	_	_
17	off	off	_	RP	_	16	compound:prt	_	_
18	;	;	_	:	_	4	punct	_	_
19	and	and	_	CC	_	4	cc	_	_
20	,	,	_	,	_	4	punct	_	_
21	having	have	_	VBG	_	23	aux	_	_
22	now	now	_	RB	_	23	advmod	_	_
23	lost	lose	_	VBN	_	4	conj	_	_
24	his	he	_	PRP$	_	26	nmod:poss	_	_
25	only	only	_	JJ	_	26	amod	_	_
26	means	means	_	NNS	_	23	dobj	_	_
27	of	of	_	IN	_	28	case	_	_
28	defense	defense	_	NN	_	26	nmod	_	_
29	,	,	_	,	_	4	punct	_	_
30	fell	fall	_	VBD	_	4	conj	_	_
31	an	a	_	DT	_	33	det	_	_
32	easy	easy	_	JJ	_	33	amod	_	_
33	prey	prey	_	NN	_	30	dobj	_	_
34	to	to	_	TO	_	36	case	_	_
35	the	the	_	DT	_	36	det	_	_
36	Lion	Lion	_	NNP	_	30	nmod	_	_
37	.	.	_	.	_	4	punct	_	_

","(S (S (NP (DT A) (NNP Lion)) (VP (VBD watched) (NP (DT a) (JJ fat) (NN Bull) (NN feeding)) (PP (IN in) (NP (DT a) (NN meadow))))) (, ,) (CC and) (S (NP (PRP$ his) (NN mouth)) (VP (VBD watered) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD thought) (PP (IN of) (NP (DT the) (JJ royal) (NN feast))) (SBAR (S (NP (PRP he)) (VP (MD would) (VP (VB make)))) (, ,) (CC but) (S (NP (PRP he)) (VP (VBD did) (RB not) (VP (VB dare) (S (VP (TO to) (VP (VB attack) (NP (PRP him))))))))) (, ,) (SBAR (IN for) (S (NP (PRP he)) (VP (VBD was) (ADJP (JJ afraid) (PP (IN of) (NP (PRP$ his) (JJ sharp) (NNS horns)))))))))))) (. .)))
(S (NP (NN Hunger)) (, ,) (ADVP (RB however)) (, ,) (S (ADVP (RB presently)) (VP (VP (VBN compelled) (S (NP (PRP him)) (VP (TO to) (VP (VB do) (NP (NN something)))))) (: :) (CC and) (VP (PP (IN as) (NP (NP (DT the) (NN use)) (PP (IN of) (NP (NN force))))) (VBD did) (NP (RB not) (NN promise) (NN success))))) (, ,) (NP (PRP he)) (VP (VBD determined) (S (VP (TO to) (VP (VB resort) (PP (TO to) (NP (NN artifice))))))) (. .)))
(S (S (VP (VBG Going) (PRT (RP up)) (PP (TO to) (NP (DT the) (NNP Bull))) (PP (IN in) (NP (JJ friendly) (NN fashion))))) (PRN (, ,) (S (NP (PRP he)) (VP (VBD said) (PP (TO to) (NP (PRP him))))) (, ,)) (`` ``) (NP (PRP I)) (VP (MD can) (RB not) (VP (VB help) (S (VP (VBG saying) (SBAR (WHADJP (WRB how) (JJ much)) (S (NP (PRP I)) (VP (VBP admire) (NP (PRP$ your) (JJ magnificent) (NN figure))))))))) (. .)))
(NP (NP (WP What)) (NP (DT a) (JJ fine) (NN head)) (. !)))
(FRAG (WHNP (WDT What) (NP (JJ powerful) (NNS shoulders))) (PP (CC and) (NP (NNS thighs))) (. !)))
(S (ADVP (CC But)) (, ,) (NP (NP (PRP$ my) (ADJP (RB dear)) (NN friend)) (, ,) (SBAR (WHNP (WDT what)) (S (PP (IN in) (NP (DT the) (NN world))) (VP (VBZ makes) (NP (PRP you)))))) (VP (VB wear) (NP (DT those) (JJ ugly) (NNS horns))) (. ?)))
(S (NP (PRP You)) (VP (MD must) (VP (VB find) (NP (PRP them)) (PP (IN as) (NP (JJ awkward))) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are) (ADJP (JJ unsightly))))))) (. .)))
(S (S (VP (VB Believe) (NP (PRP me)))) (, ,) (NP (PRP you)) (VP (MD would) (VP (VB do) (ADJP (RB much) (JJR better)) (PP (IN without) (NP (PRP them))))) (. .) ('' '')))
(SINV (S (NP (DT The) (NNP Bull)) (VP (VBD was) (ADJP (JJ foolish) (SBAR (S (S (ADJP (JJ enough) (S (VP (TO to) (VP (VB be) (VP (VBN persuaded) (PP (IN by) (NP (DT this) (NN flattery))) (S (VP (TO to) (VP (VB have) (S (NP (PRP$ his) (NNS horns)) (VP (VBD cut) (PRT (RP off))))))))))))) (: ;) (CC and) (, ,) (S (VP (VBG having) (ADVP (RB now)) (VP (VBN lost) (NP (NP (PRP$ his) (JJ only) (NNS means)) (PP (IN of) (NP (NN defense)))))))))))) (, ,) (VP (VBD fell)) (NP (NP (DT an) (JJ easy) (NN prey)) (PP (TO to) (NP (DT the) (NNP Lion)))) (. .)))
","A Lion watched a fat Bull feeding in a meadow, and his mouth watered when he thought of the royal feast he would make, but he did not dare to attack him, for he was afraid of his sharp horns.
Hunger, however, presently compelled him to do something: and as the use of force did not promise success, he determined to resort to artifice.
